color,from,nikename,parent,subparent,l,a,b
蟹螯红,中国色名综览_凑幸卫,,赤,红,43.89341394,23.01220898,9.85288378
海棠红,国标GB/T 31430-2015,海棠红,赤,红,45.2,52,19.2
海棠红,perchouli,海棠红,赤,红,60.60201928,80.81365296,39.08869287
海棠红,钧瓷色彩的特征与分类体系研究_王庆斌,海棠红,赤,红,45.86812829,55.07690353,38.26684438
海棠红,中国色名综览_凑幸卫,海棠红,赤,红,53.05748252,60.15122448,14.20573713
海棠红,中国传统色彩图鉴_鸿洋,海棠红,赤,红,56.0947568,76.34795725,-4.501632891
茜红,国标GB/T 31430-2015,茜红 中国颜色_黄仁达、明、鸿洋：茜色 古色：茜,赤,红,44.9,41.5,8.7
茜红,中国颜色_黄仁达,茜红 中国颜色_黄仁达、明、鸿洋：茜色 古色：茜,赤,红,46.73122598,65.67663438,42.88594644
茜红,古色之美_青简,茜红 中国颜色_黄仁达、明、鸿洋：茜色 古色：茜,赤,红,64.97974973,75.26002017,-4.444870178
茜红,中国美色_中国国家地理,茜红 中国颜色_黄仁达、明、鸿洋：茜色 古色：茜,赤,红,46.73122598,65.67663438,42.88594644
茜红,中国传统色彩图鉴_鸿洋,茜红 中国颜色_黄仁达、明、鸿洋：茜色 古色：茜,赤,红,48.3390492,74.31193079,1.15776106
茜红,涤棉色谱_何进丰,茜红 中国颜色_黄仁达、明、鸿洋：茜色 古色：茜,赤,红,58,52,16
猩红,国标GB/T 31430-2015,丹红（猩红）a,赤,红,44.2,48.9,21.5
猩红,DIC中国传统色,丹红（猩红）a,赤,红,41.10844118,56.88875107,30.43562641
猩红,中国传统色彩图鉴_鸿洋,丹红（猩红）a,赤,红,62.14219187,87.41731749,75.43028014
朱（大红）a,perchouli,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,61.9708047,73.06745612,67.4873183
朱（大红）a,乾隆色谱,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,42,44,31
朱（大红）a,中国颜色_黄仁达,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,56.42214702,85.2565336,28.52533145
朱（大红）a,染作江南春水色_金成熺,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,59.19,40.14,12.21
朱（大红）a,古色之美_青简,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,63.45557255,83.70192978,65.17482946
朱（大红）a,染色样本纳夫妥类_何进丰,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,40,56,24
朱（大红）a,中国美色_中国国家地理,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,61.69969503,89.67138921,64.55878391
朱（大红）a,中国色名综览_凑幸卫,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,54.99242874,48.4010215,19.5981041
朱（大红）a,中国传统色彩图鉴_鸿洋,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,红,61.42750084,89.89679444,74.86747135
赭红,国标GB/T 31430-2015,黄红（赭红）a,赤,红,41.8,40.5,32
赭红,DIC中国传统色,黄红（赭红）a,赤,红,55.68903889,25.34520808,23.76873893
殷红,国标GB/T 31430-2015,殷红,赤,红,38,40.1,22.6
殷红,perchouli,殷红,赤,红,31.79281839,54.02800207,33.22452201
殷红,DIC中国传统色,殷红,赤,红,37.42082419,42.37703232,12.16108714
殷红,中国美色_中国国家地理,殷红,赤,红,41.88444214,67.45135306,43.19090652
殷红,中国传统色彩图鉴_鸿洋,殷红,赤,红,41.45953823,66.95622273,42.87386131
枣红,国标GB/T 31430-2015,枣红,赤,红,37.8,42.8,26.5
枣红,perchouli,枣红,赤,红,30.72067935,50.72092974,28.88752935
枣红,DIC中国传统色,枣红,赤,红,31.46184471,37.17732679,11.11386737
枣红,染色样本纳夫妥类_何进丰,枣红,黑,红,27,26,3
枣红,绞丝染色基本色谱,枣红,赤,红,42,54,26
枣红,钧瓷色彩的特征与分类体系研究_王庆斌,枣红,赤,红,26.34242247,43.67285486,30.27080097
枣红,中国美色_中国国家地理,枣红,赤,红,43.94783853,70.02503959,35.93082024
枣红,中国色名综览_凑幸卫,枣红,赤,红,33.39559933,35.15159466,4.388485506
枣红,中国传统色彩图鉴_鸿洋,枣红,赤,红,52.58529468,68.14754224,47.32937331
深红,国标GB/T 31430-2015,深红,赤,红,37.3,46.9,17.9
深红,染色样本纳夫妥类_何进丰,深红,赤,红,49,57,11
莲红,国标GB/T 31430-2015,暗红：中国色名综览_凑幸卫,赤,红,35,41.1,17.6
莲红,故宫里的色彩美学_郭浩,暗红：中国色名综览_凑幸卫,白,红,74.07371937,30.61117586,0.304272982
莲红,染作江南春水色_金成熺,暗红：中国色名综览_凑幸卫,赤,红,58.67,39.98,12.69
莲红,中国色名综览_凑幸卫,暗红：中国色名综览_凑幸卫,赤,红,41.15459944,43.44971524,9.420704828
胭脂红,国标GB/T 31430-2015,胭脂红,赤,红,35.2,43.1,5.7
胭脂红,perchouli,胭脂红,赤,红,60.80452891,77.11925319,65.44680118
胭脂红,DIC中国传统色,胭脂红,赤,红,38.09435322,40.12650064,13.15876339
胭脂红,中国颜色_黄仁达,胭脂红,赤,红,49.0866066,72.55296939,37.73853709
胭脂红,钧瓷色彩的特征与分类体系研究_王庆斌,胭脂红,赤,红,69.09561046,63.34527918,32.60782044
胭脂红,中国色名综览_凑幸卫,胭脂红,赤,红,56.53068885,51.28661709,31.98816931
胭脂红,中国传统色彩图鉴_鸿洋,胭脂红,赤,红,48.68463989,80.30772665,-48.93265626
木红,国标GB/T 31430-2015,土红 HRD、明:苏枋色,赤,红,35.4,38,18.8
木红,中国颜色_黄仁达,土红 HRD、明:苏枋色,赤,红,44.45530899,49.79460632,27.32247422
木红,染作江南春水色_金成熺,土红 HRD、明:苏枋色,赤,红,58.58,16.06,15.82
木红,中国美色_中国国家地理,土红 HRD、明:苏枋色,赤,红,44.45530899,49.79460632,27.32247422
小红,故宫里的色彩美学_郭浩,,赤,红,66.79195261,51.70239608,37.63516669
小红,染作江南春水色_金成熺,,赤,红,55.44,29.48,21.97
红梅色,中国美色_中国国家地理,,赤,红,71.40555336,61.75863169,-3.847346507
红梅,中国颜色_黄仁达,,赤,红,71.40555336,61.75863169,-3.847346507
浅红,染色样本纳夫妥类_何进丰,,赤,红,54,54,7
浅红,涤棉色谱_何进丰,,白,红,84,29,15
旗红,染色样本纳夫妥类_何进丰,,赤,红,48,62,42
红豆沙,染色样本硫化类_何进丰,,青,红,56,12,11
牡丹粉红,perchouli,,赤,红,77.00166041,36.63781173,13.50217978
牡丹粉红,中国色名综览_凑幸卫,,白,红,81.31455004,33.59252659,6.266028145
香叶红,perchouli,,赤,红,69.88513626,55.58360439,22.85616902
香叶红,中国色名综览_凑幸卫,,赤,红,71.59710172,36.82409743,8.01808902
龙嘴花红,中国色名综览_凑幸卫,,赤,红,71.59714823,45.1398701,11.27756318
艳红,perchouli,,赤,红,63.87515706,68.69353068,31.78193999
艳红,DIC中国传统色,,赤,红,47.12036621,58.82663075,30.73585853
艳红,中国色名综览_凑幸卫,,赤,红,64.13459967,41.56827884,9.589241039
玉红,perchouli,,赤,红,52.31368982,59.22354822,27.58080399
玉红,中国色名综览_凑幸卫,,赤,红,51.57731607,38.11517543,8.556448472
枸杞红,中国色名综览_凑幸卫,,赤,红,51.57741738,55.90789295,14.25117331
茶花红,perchouli,,赤,红,60.77319665,77.72193199,42.39854508
茶花红,中国色名综览_凑幸卫,,赤,红,64.60084251,49.35331817,12.39886457
高粱红,perchouli,,赤,红,48.90496644,68.20140283,39.31544406
高粱红,中国色名综览_凑幸卫,,赤,红,45.07759446,48.64267803,10.42647381
满江红,perchouli,,赤,红,49.25226224,44.45654322,16.96422955
满江红,中国色名综览_凑幸卫,,赤,红,46.46610141,29.90430565,5.38619712
枫叶红,中国色名综览_凑幸卫,,赤,红,47.49366707,29.80127343,5.391854218
鼠鼻红,perchouli,,白,红,79.53514532,23.26935053,5.895018787
鼠鼻红,中国色名综览_凑幸卫,,白,红,74.55165321,23.89009676,-6.174221334
合欢红,perchouli,,赤,红,77.19190992,38.59147219,11.50330656
合欢红,中国色名综览_凑幸卫,,白,红,73.79249065,28.65620712,4.579452766
春梅红,perchouli,,赤,红,74.50893868,45.82739661,14.39532632
春梅红,中国色名综览_凑幸卫,,白,红,72.58311855,28.16313204,4.537722999
苋菜红,perchouli,,赤,红,41.46007849,63.73718081,39.17104894
苋菜红,中国色名综览_凑幸卫,,赤,红,41.21711285,39.57019847,2.986244887
烟红,perchouli,,赤,红,42.57416539,33.37204433,10.82479699
烟红,故宫里的色彩美学_郭浩,,白,红,59.28263342,14.52445742,-1.551033415
烟红,中国色名综览_凑幸卫,,黑,红,51.57716352,11.40475968,-3.201479264
莓红,perchouli,,赤,红,56.09172812,53.52935198,20.13164125
鹅冠红,perchouli,,赤,红,51.58786247,76.57632796,49.8513645
枫叶红,perchouli,,赤,红,48.38608123,71.56023421,43.82336086
唐菖蒲红,perchouli,,赤,红,54.6709994,80.0185184,51.4344142
唐菖蒲红,中国色名综览_凑幸卫,,赤,红,53.67987668,58.45151738,24.18634449
暗紫苑红,perchouli,,赤,红,33.05273947,50.77417918,26.22370602
暗紫苑红,中国色名综览_凑幸卫,,黑,红,41.16947215,26.13167884,-2.478624625
殷红,perchouli,,赤,红,31.79281839,54.02800207,33.22452201
殷红,DIC中国传统色,,赤,红,37.42082419,42.37703232,12.16108714
殷红,中国色名综览_凑幸卫,,黑,红,33.47336899,34.91385768,-4.557985183
草茉莉红,perchouli,,赤,红,61.97810491,76.21236206,34.10167364
草茉莉红,中国色名综览_凑幸卫,,赤,红,61.64122375,49.77444247,5.768513251
山茶红,perchouli,,赤,红,63.34972859,71.09574956,27.93565887
山茶红,中国色名综览_凑幸卫,,赤,红,64.01999988,60.6484465,16.07998243
霉红,中国色名综览_凑幸卫,,赤,红,61.6440738,24.29943558,3.354453714
海棠红,perchouli,,赤,红,60.60201928,80.81365296,39.08869287
海棠红,中国美色_中国国家地理,,赤,红,56.0947568,76.34795725,-4.501632891
蓟粉红,perchouli,,白,红,86.84952216,10.16475059,1.040696468
蓟粉红,中国色名综览_凑幸卫,,白,红,74.55949635,14.90577311,-5.648147272
中石蕊红,人造丝绸缎色谱_何进丰,,白,红,73,16,-1
石蕊红,perchouli,,白,红,85.98531466,19.43374692,3.038290173
石蕊红,人造丝绸缎色谱_何进丰,,白,红,76,17,7
石蕊红,中国色名综览_凑幸卫,,白,红,83.85831649,27.16003426,-3.178163793
淡曙红,perchouli,,赤,红,58.97375821,83.32384325,44.36248332
淡曙红,人造丝绸缎色谱_何进丰,,赤,红,48,57,20
淡曙红,中国色名综览_凑幸卫,,赤,红,61.68154766,60.69671961,26.72013666
石竹红,perchouli,,赤,红,61.97961253,75.88925728,30.34444412
石竹红,中国色名综览_凑幸卫,,赤,红,51.5115253,51.792829,5.521279965
淡茜红,perchouli,,赤,红,68.64588013,53.14206475,13.7650764
淡茜红,中国色名综览_凑幸卫,,赤,红,70.12424022,37.16861762,3.265115761
山黎豆红,perchouli,,赤,红,62.54006922,36.88014802,7.91132262
山黎豆红,中国色名综览_凑幸卫,,赤,红,51.53820391,25.0390597,-2.395189677
淡蕊香红,perchouli,,赤,红,62.03412919,76.0665595,28.54783904
淡蕊香红,中国色名综览_凑幸卫,,赤,红,67.61052668,55.66479375,6.925807088
月季红,perchouli,,赤,红,57.70805093,59.51609456,17.51537913
月季红,DIC中国传统色,,赤,红,38.00397145,59.22149787,28.23094133
月季红,中国色名综览_凑幸卫,,赤,红,46.22627078,48.05764245,-3.095273096
尖晶玉红,perchouli,,赤,红,50.4303546,76.09994042,40.2224842
尖晶玉红,中国色名综览_凑幸卫,,赤,红,50.49033309,47.29289141,4.703637249
水红,perchouli,,白,红,85.04380377,22.69756871,2.69583485
水红,乾隆色谱,,赤,红,68,28,19
水红,故宫里的色彩美学_郭浩,,白,红,80.13334947,31.09043427,1.790792728
水红,染作江南春水色_金成熺,,白,红,83,20.03,3.33
水红,中国色名综览_凑幸卫,,白,红,71.57197947,14.08298554,-2.483481753
水红,中国传统色彩图鉴_鸿洋,,白,红,78.3267731,29.49099841,-21.36230366
姜红,perchouli,,白,红,82.01819244,27.32626662,3.578549973
姜红,中国色名综览_凑幸卫,,黑,红,51.57721147,20.53319186,-0.002523453
锦葵红,perchouli,,赤,红,49.94181324,66.49536908,22.86275651
锦葵红,中国色名综览_凑幸卫,,赤,红,51.53267515,34.15072343,2.61527757
淡维红,中国色名综览_凑幸卫,,赤,红,75.03989368,41.55624333,4.129166541
粉团花红,perchouli,,赤,红,75.6244341,41.06356036,6.225973355
粉团花红,中国色名综览_凑幸卫,,白,红,71.56933942,22.5713421,-0.400955185
晶红,perchouli,,赤,红,78.22003044,36.65026836,4.501891995
晶红,绞丝染色基本色谱,,赤,红,64,47,16
晶红,中国色名综览_凑幸卫,,白,红,81.32076708,32.41666778,-6.828374292
芍药绯红,perchouli,,赤,红,76.56578303,38.4373417,4.226251679
芍药绯红,人造丝绸缎色谱_何进丰,,赤,红,59,36,-4
芍药绯红,中国色名综览_凑幸卫,,白,红,74.0699023,22.36848371,-3.305347171
豇豆红,perchouli,,赤,红,76.26570055,40.94295717,4.347933363
豇豆红,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,红,50.69275503,64.37043589,63.079368
豇豆红,中国色名综览_凑幸卫,,白,红,65.31274767,23.78977025,0.134153677
豇豆红,中国传统色彩图鉴_鸿洋,,赤,红,58.42595765,79.86772782,23.24476287
报春红,perchouli,,赤,红,72.3558449,49.79606178,6.440125628
报春红,中国色名综览_凑幸卫,,赤,红,56.13798793,24.43278007,0.425863899
淡绛红,perchouli,,赤,红,68.71267792,59.07443874,9.132670298
凤仙花红,perchouli,,赤,红,67.67894701,60.07001586,9.338167289
凤仙花红,中国色名综览_凑幸卫,,白,红,64.6878666,22.98907108,2.617817339
霞光红,perchouli,,赤,红,71.38200718,54.94292598,7.310442967
霞光红,中国色名综览_凑幸卫,,赤,红,51.53613064,24.6247233,0.756788037
喜蛋红,perchouli,,赤,红,59.304645,83.18410569,25.86088525
喜蛋红,中国色名综览_凑幸卫,,赤,红,41.13223606,51.89483999,-3.151831381
石榴红,中国美色_中国国家地理,,赤,红,56.58033679,83.7555399,34.48708338
垂丝海棠红,中国色名综览_凑幸卫,,赤,红,71.59707527,44.77461186,-7.753099651
榅桲红,中国色名综览_凑幸卫,,赤,红,52.72787663,42.51468342,3.595144259
孟加拉玫瑰红,中国色名综览_凑幸卫,,赤,红,53.56403869,33.71402352,2.173675805
夹竹桃红,perchouli,,赤,红,62.79927731,73.85253907,14.7316058
夹竹桃红,中国色名综览_凑幸卫,,赤,红,57.64030124,37.15118312,3.05141664
荷包海棠红,中国色名综览_凑幸卫,,白,红,65.31847105,23.87818724,-5.970148377
松叶牡丹红,perchouli,DIC中国传统色/HRD/明信片：牡丹红,赤,红,60.50212672,79.62432206,20.02618955
松叶牡丹红,DIC中国传统色,DIC中国传统色/HRD/明信片：牡丹红,赤,红,38.32055205,61.5897878,21.57094899
松叶牡丹红,中国颜色_黄仁达,DIC中国传统色/HRD/明信片：牡丹红,赤,红,45.89916462,72.16870819,35.38147262
松叶牡丹红,中国美色_中国国家地理,DIC中国传统色/HRD/明信片：牡丹红,赤,红,45.89916462,72.16870819,35.38147262
松叶牡丹红,中国色名综览_凑幸卫,DIC中国传统色/HRD/明信片：牡丹红,赤,红,43.56753146,48.64388335,-3.655970478
莲瓣红,perchouli,,赤,红,62.74209424,73.22428013,14.0213134
莲瓣红,中国色名综览_凑幸卫,,赤,红,53.10130754,38.30890936,3.464393631
白芨红,perchouli,,赤,红,66.71720721,52.73258288,5.40625454
白芨红,中国色名综览_凑幸卫,,赤,红,72.58295014,37.19060119,-7.036610535
榲桲红,perchouli,,赤,红,59.8250453,83.15833338,22.83082627
榲桲红,perchouli,,赤,红,59.8250453,83.15833338,22.83082627
初荷红,perchouli,,赤,红,65.28550869,60.097181,3.832129139
初荷红,中国色名综览_凑幸卫,,赤,红,70.61727714,37.13953971,-7.044442592
葡萄酒红,perchouli,,赤,红,23.49454433,44.56617653,9.933239781
葡萄酒红,中国色名综览_凑幸卫,,赤,红,38.65495377,39.0562135,-9.038222409
菠根红,perchouli,,赤,红,55.21146139,72.1756376,9.359795575
菠根红,中国色名综览_凑幸卫,,赤,红,54.04966454,41.22941472,-8.246273883
兔眼红,perchouli,,赤,红,63.06766318,75.90379954,7.783494108
兔眼红,中国色名综览_凑幸卫,,赤,红,51.53078109,53.87518087,-2.041433178
嫩菱红,perchouli,,赤,红,58.38227521,75.74340095,9.216043346
嫩菱红,中国色名综览_凑幸卫,,赤,红,61.68135565,44.30937017,-7.950727326
吊钟花红,perchouli,,赤,红,59.46907982,58.89160108,2.068469489
吊钟花红,中国色名综览_凑幸卫,,赤,红,71.59710241,45.30970566,-1.670896871
紫荆红,perchouli,,赤,红,60.18439551,85.02752004,13.94692941
紫荆红,中国色名综览_凑幸卫,,赤,红,53.71192512,59.85501836,-2.988331113
扁豆花红,perchouli,,赤,红,63.15846063,78.68274715,7.334500919
扁豆花红,中国色名综览_凑幸卫,,赤,红,64.59972945,50.94280274,-8.906329787
藏花红,perchouli,,赤,红,59.84540916,84.35718167,12.79520548
藏花红,中国色名综览_凑幸卫,,赤,红,51.52431464,60.21591087,-2.215602302
紫红,乾隆色谱,,黑,红,37,27,-1
丹紫红,perchouli,,赤,红,59.12467159,64.34774981,0.334647113
丹紫红,人造丝绸缎色谱_何进丰,,赤,红,60,46,1
丹紫红,中国色名综览_凑幸卫,,赤,红,54.06657942,39.92430893,-15.82539008
玫瑰红,perchouli,染样2：玫瑰,赤,红,55.02505812,75.42038457,3.376451381
玫瑰红,DIC中国传统色,染样2：玫瑰,赤,红,37.07109009,42.60316659,10.9196778
玫瑰红,中国颜色_黄仁达,染样2：玫瑰,赤,红,40.46080817,65.5535257,54.59401237
玫瑰红,染色样本纳夫妥类_何进丰,染样2：玫瑰,赤,红,38,44,2
玫瑰红,钧瓷色彩的特征与分类体系研究_王庆斌,染样2：玫瑰,赤,红,24.08323776,38.16961282,20.3105263
玫瑰红,中国美色_中国国家地理,染样2：玫瑰,赤,红,40.46080817,65.5535257,54.59401237
玫瑰红,中国色名综览_凑幸卫,染样2：玫瑰,赤,红,51.54345514,47.04518128,-18.27073224
玫瑰红,中国传统色彩图鉴_鸿洋,染样2：玫瑰,赤,红,67.77042047,104.6134404,-52.12559086
菱锰红,perchouli,,赤,红,64.75422374,50.60979346,-4.83188294
菱锰红,中国色名综览_凑幸卫,,赤,红,66.65575523,45.15782047,-8.011298479
龙须红,perchouli,,赤,红,58.14524061,63.76236594,-6.736690246
龙须红,中国色名综览_凑幸卫,,赤,红,56.52907405,53.86601655,-9.886061
电气石红,perchouli,,赤,红,56.49223399,59.7188927,-6.918602683
电气石红,中国色名综览_凑幸卫,,赤,红,51.54314144,41.93818057,-7.970715009
鱼红,乾隆色谱,,赤,红,50,38,34
鲑鱼红,perchouli,,黄,红,74.87369688,34.38263099,53.3509252
鲑鱼红,中国色名综览_凑幸卫,,黄,红,75.55014293,19.78337413,26.71163455
陶瓷红,perchouli,,赤,红,62.69452412,55.2666064,67.38630287
菠萝红,perchouli,,黄,红,70.41428476,57.42887469,70.34918176
菠萝红,中国色名综览_凑幸卫,,赤,红,67.62519792,47.10597264,44.10321642
余烬红,perchouli,,赤,红,62.08764,40.88547487,49.6742931
余烬红,中国色名综览_凑幸卫,,赤,红,54.10354989,26.64399656,27.70342209
阴红灰,中国色名综览_凑幸卫,,黑,红,51.5771579,11.2534048,-4.434888141
火砖红,perchouli,砖红：鸿洋,赤,红,58.20867016,49.59526854,60.41743829
火砖红,中国色名综览_凑幸卫,砖红：鸿洋,赤,红,51.57734923,33.82739319,27.47476667
火砖红,中国传统色彩图鉴_鸿洋,砖红：鸿洋,赤,红,68.82667692,69.86832179,38.33699194
初桃粉红,perchouli,,白,红,90.56423147,10.1096752,10.61002611
初桃粉红,中国色名综览_凑幸卫,,白,红,83.84363561,14.90423704,4.949013544
介壳淡粉红,perchouli,,白,红,87.55448453,15.84936059,17.03510703
介壳淡粉红,中国色名综览_凑幸卫,,白,红,81.31810567,22.37047905,13.40477061
蟹壳红,perchouli,,赤,红,68.21554223,55.01433372,65.31232205
蟹壳红,中国色名综览_凑幸卫,,赤,红,63.61015229,43.90539673,39.91690229
燕颔红,perchouli,,赤,红,67.15415453,67.43545789,76.98032463
晨曦红,perchouli,,赤,红,70.41464088,42.70003691,48.55468837
晨曦红,中国色名综览_凑幸卫,,赤,红,67.6433214,39.88286474,34.25320243
